# GREAT version 4.0.4	Species assembly: mm10	Association rule: Basal+extension: 2000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
GO Cellular Component	GO:0000922	spindle pole	193	1.268392e-2	1.000000e+0	1.073204e-1	1.445263e+0	2.975237e+1	43	1.041385e-2	1.505075e-2	721	4.599384e-1	1.000000e+0	1.000000e+0	1.031994e+0	2.713195e+1	28	152	7.331762e-3	1.842105e-1	2110,7827,8363,8367,10923,12257,12644,24322,27795,27798,27811,28680,29522,29527,29540,30043,30060,30082,32161,32673,39202,39663,42255,44415,45538,45539,48195,49559,50346,50350,50362,50366,57627,58471,65671,78527,82170,82174,87818,87828,87838,89688,89691	Aurkb,Bnip2,Ctdp1,Ctnnb1,Cul3,Dctn1,Dsn1,Fam110a,Katnal1,Kif20b,Klhl21,Kntc1,Mad1l1,Mad2l1,Map10,Mapk14,Mapkbp1,Nek6,Numa1,Poc1a,Ppp2ca,Rassf10,Spout1,Tbccd1,Tnks,Ttc28,Vps4a,Wdr60
GO Cellular Component	GO:0005903	brush border	194	1.286022e-2	1.000000e+0	1.082512e-1	1.499602e+0	2.400638e+1	36	8.402652e-3	1.260063e-2	85	5.350135e-3	1.000000e+0	1.027855e-1	1.558887e+0	2.052746e+1	32	115	8.379157e-3	2.782609e-1	1107,1910,3180,7709,9244,9251,9347,15600,19860,20197,21686,24342,24741,25380,26016,29597,37169,41233,45573,45574,47901,48222,48674,58066,63977,70234,70235,70658,73632,76093,76095,77534,81222,83098,84068,88499	Abcb4,Actn1,Actr3,B4galt1,Coro2a,Cybrd1,Dab1,Espn,Ezr,Flnb,Gna12,Hsp90ab1,Kcnk1,Lctl,Lrp2,Myh14,Myh9,Myl12b,Myo1b,Myo1e,Myo6,Pemt,Ralgds,Shank2,Sis,Slc15a1,Slc22a12,Slc34a2,Slc5a1,Soat2,Vcl,Vil1
GO Cellular Component	GO:0034719	SMN-Sm protein complex	195	1.311838e-2	1.000000e+0	1.098580e-1	2.843170e+0	2.462041e+0	7	8.617573e-4	2.450123e-3	322	1.729902e-1	1.000000e+0	8.773074e-1	1.647721e+0	3.034494e+0	5	17	1.309243e-3	2.941176e-1	3657,11440,17055,17057,54366,57928,57931	Ddx20,Gemin5,Snrpb,Snrpe,Snrpf
GO Cellular Component	GO:0031201	SNARE complex	196	1.333543e-2	1.000000e+0	1.111059e-1	1.811500e+0	9.936516e+0	18	3.477955e-3	6.300315e-3	432	2.490196e-1	1.000000e+0	9.413171e-1	1.257648e+0	8.746483e+0	11	49	2.880335e-3	2.244898e-1	4489,16669,27706,29133,50417,56152,58396,58407,58408,58409,58914,58919,58920,79024,79141,90619,90620,90630	Cplx1,Doc2b,Sec22a,Sec22b,Sec22c,Snx4,Stx1a,Stx6,Stx8,Vti1a,Ykt6
GO Cellular Component	GO:0030016	myofibril	197	1.352106e-2	1.000000e+0	1.120807e-1	1.310741e+0	5.645660e+1	74	1.976080e-2	2.590130e-2	50	9.097868e-4	1.000000e+0	2.971364e-2	1.483701e+0	3.909142e+1	58	219	1.518722e-2	2.648402e-1	295,643,2628,2647,3677,3680,3715,3762,3840,5082,5233,8706,12235,12868,12870,12871,16877,18164,20892,21622,22777,27898,27900,28237,29192,29197,32919,33388,33807,33808,37421,37710,37834,40836,48302,50272,50346,50350,50362,50366,50720,54191,56135,56897,60227,60360,61764,61769,63731,63977,66095,69004,70234,70235,70658,70891,72307,75184,75188,76624,76630,77435,84068,84092,85220,85756,85757,85849,85851,86832,86833,89251,90015,90662	Actg1,Actn1,Actn2,Adra1a,Ankrd2,Ankrd23,Atp2b4,Bin1,Bmp10,Casq2,Cav3,Csrp3,Ctnnb1,Dusp27,Fbxo32,Fhod3,Fkbp1a,Flnb,Gcom1,Glrx3,Hdac4,Homer1,Hspb1,Jph1,Jph2,Jup,Lmod3,Mybpc1,Mybph,Myl12b,Myl7,Myo18b,Myom1,Myoz3,Neb,Nos1,Nos1ap,Nrap,Parvb,Pde4b,Pgm5,Ppp1r12b,Ppp3ca,Scn5a,Scn8a,Slmap,Sptbn1,Svil,Sync,Syne1,Syne2,Synm,Synpo,Tcap,Tjp1,Tnni1,Trim32,Vcl
GO Cellular Component	GO:0000815	ESCRT III complex	198	1.354383e-2	1.000000e+0	1.117024e-1	3.617027e+0	1.382351e+0	5	4.838469e-4	1.750088e-3	182	5.987242e-2	1.000000e+0	5.372069e-1	2.489890e+0	1.606497e+0	4	9	1.047395e-3	4.444444e-1	12490,44415,61714,87191,87194	Chmp1b,Chmp4b,Chmp6,Vps4a
GO Cellular Component	GO:0044448	cell cortex part	199	1.368574e-2	1.000000e+0	1.123056e-1	1.407693e+0	3.409833e+1	48	1.193501e-2	1.680084e-2	67	2.245734e-3	1.000000e+0	5.473558e-2	1.541559e+0	2.659645e+1	41	149	1.073579e-2	2.751678e-1	3037,8215,10979,19272,22946,22953,28043,30316,31003,32673,36265,38068,39202,39238,41233,41852,41862,42340,44575,47402,48302,48606,50977,56523,56897,59636,61477,61478,61482,61507,63772,63779,63977,65364,66095,66498,67516,67520,70658,76093,76095,76201,78310,82532,84068,88283,89778,91259	Actn1,Actn2,Actr2,Akap13,Ank1,Asph,Cap2,Clasp1,Cldn5,Cttn,Dctn1,Dlc1,Eef1a1,Epb41,Epb42,Exoc3l2,Exoc3l4,Exoc4,Exoc6,Gcom1,Gsn,Hfe,Mtss1l,Myh9,Myl12b,Myo1f,Numa1,Ppp1r9a,Pstpip1,Sept4,Sept6,Sept9,Sh3bp1,Sptb,Sptbn1,Sptbn2,Stim1,Tnfaip2,Trpv4,Utrn,Vcl
GO Cellular Component	GO:0042641	actomyosin	200	1.394742e-2	1.000000e+0	1.138807e-1	1.582540e+0	1.769307e+1	28	6.192885e-3	9.800490e-3	198	7.354136e-2	1.000000e+0	6.065305e-1	1.400563e+0	1.356597e+1	19	76	4.975124e-3	2.500000e-1	2628,2647,5780,28144,29133,29232,29260,29493,29496,36746,37169,47402,61477,61478,61482,61507,63977,70234,70235,75780,75785,76093,76095,79121,84068,89251,89865,90702	Ablim1,Actn1,Cdc42bpa,Flnb,Hdac4,Micall2,Myh14,Myh9,Myl12b,Mylk,Pgm5,Pstpip1,Ptk2,Pxn,Sept9,Sh2b2,Sipa1l3,Sorbs1,Stx1a
GO Cellular Component	GO:0005881	cytoplasmic microtubule	201	1.452502e-2	1.000000e+0	1.180068e-1	1.829607e+0	9.291615e+0	17	3.252228e-3	5.950298e-3	321	1.717178e-1	1.000000e+0	8.735675e-1	1.307192e+0	1.070998e+1	14	60	3.665881e-3	2.333333e-1	3037,15211,25264,28043,39202,45398,45400,45538,45539,46225,46738,49420,58804,58805,58806,77283,86692	Ccsap,Clasp1,Clmp,Gramd3,Map10,Mapre3,Numa1,Pafah1b1,Rab3d,Serp1,Srprb,Trpv4,Tuba1a,Tuba1b
GO Cellular Component	GO:0032588	trans-Golgi network membrane	202	1.502155e-2	1.000000e+0	1.214366e-1	2.167490e+0	5.074996e+0	11	1.776337e-3	3.850193e-3	184	6.327929e-2	1.000000e+0	5.616037e-1	1.792721e+0	4.462491e+0	8	25	2.094789e-3	3.200000e-1	1107,4489,12558,12560,12561,15923,28986,56050,56959,56974,67533	Arfip1,Cabp7,Caln1,Kif13a,Mmp24,Myo1b,Nsg2,Stx6
GO Cellular Component	GO:0065010	extracellular membrane-bounded organelle	203	1.505925e-2	1.000000e+0	1.211417e-1	3.519429e+0	1.420685e+0	5	4.972647e-4	1.750088e-3	304	1.515709e-1	1.000000e+0	8.141950e-1	1.867417e+0	2.141996e+0	4	12	1.047395e-3	3.333333e-1	23527,27481,27485,57940,60001	Alpl,Gbp9,Irgm2,Phospho1
GO Cellular Component	GO:0005638	lamin filament	204	1.510105e-2	1.000000e+0	1.208824e-1	5.889133e+0	5.094128e-1	3	1.783034e-4	1.050053e-3	400	2.193635e-1	1.000000e+0	8.955515e-1	2.240901e+0	8.924982e-1	2	5	5.236973e-4	4.000000e-1	16149,16155,86739	Lmna,Lmnb1
GO Cellular Component	GO:0005795	Golgi stack	205	1.514652e-2	1.000000e+0	1.206550e-1	1.415714e+0	3.178608e+1	45	1.112568e-2	1.575079e-2	488	3.223732e-1	1.000000e+0	1.000000e+0	1.103474e+0	2.356195e+1	26	132	6.808065e-3	1.969697e-1	5327,8235,12235,13091,13099,13111,13116,13163,13167,13250,19860,27009,27011,34233,34236,37725,40986,44991,45432,45443,46815,46816,46840,47335,48923,56959,56974,62367,63831,63838,63839,63840,63846,63847,63861,64147,64927,64928,65140,75651,89014,89496,90279,91833,91834	Asap2,B4galnt3,B4galnt4,B4galt1,B4galt3,B4galt5,Chsy1,Fut8,Galnt2,Gbf1,Gcnt1,Ggta1,Gm20388,Golga5,Nsfl1c,Nsg2,Rab39,Sgms1,Sorl1,St3gal1,Sulf2,Tmed3,Uso1,Vrk1,Yipf6,Zfyve1
GO Cellular Component	GO:0071010	prespliceosome	206	1.523919e-2	1.000000e+0	1.208039e-1	2.545483e+0	3.142821e+0	8	1.100042e-3	2.800140e-3	209	8.217271e-2	1.000000e+0	6.420480e-1	1.782535e+0	3.926992e+0	7	22	1.832941e-3	3.181818e-1	1272,8753,11440,12023,37247,63382,81937,81941	Crnkl1,Luc7l,Prpf39,Prpf40a,Sf3b1,Snrnp70,Snrpb
GO Cellular Component	GO:0000164	protein phosphatase type 1 complex	207	1.592449e-2	1.000000e+0	1.256265e-1	3.025570e+0	1.983098e+0	6	6.941189e-4	2.100105e-3	629	4.173940e-1	1.000000e+0	1.000000e+0	1.292827e+0	2.320495e+0	3	13	7.855460e-4	2.307692e-1	3618,3622,25340,25344,25345,42255	Ppp1cb,Ppp1r15b,Ppp1r3b
GO Cellular Component	GO:0030017	sarcomere	208	1.646038e-2	1.000000e+0	1.292298e-1	1.311175e+0	5.262455e+1	69	1.841951e-2	2.415121e-2	42	4.917003e-4	8.029466e-1	1.911778e-2	1.543478e+0	3.498593e+1	54	196	1.413983e-2	2.755102e-1	295,643,2628,2647,3677,3680,3715,3762,3840,5082,5233,8706,12235,12868,12870,12871,16877,18164,20892,21622,22777,27898,27900,28237,29192,29197,32919,33388,33807,33808,37421,37710,37834,40836,48302,50272,50346,50350,50362,50366,50720,54191,56135,56897,60227,60360,63731,63977,66095,69004,70234,70235,70891,72307,75184,75188,76624,76630,77435,84068,84092,85756,85757,85849,85851,86832,86833,89251,90015	Actn1,Actn2,Adra1a,Ankrd2,Ankrd23,Atp2b4,Bin1,Bmp10,Casq2,Cav3,Csrp3,Ctnnb1,Dusp27,Fbxo32,Fhod3,Fkbp1a,Flnb,Gcom1,Glrx3,Hdac4,Homer1,Hspb1,Jph1,Jph2,Jup,Lmod3,Mybpc1,Mybph,Myl12b,Myl7,Myo18b,Myom1,Myoz3,Neb,Nos1,Nos1ap,Parvb,Pde4b,Pgm5,Ppp1r12b,Ppp3ca,Scn5a,Scn8a,Slmap,Sptbn1,Sync,Syne1,Syne2,Synm,Synpo,Tcap,Tjp1,Tnni1,Trim32
GO Cellular Component	GO:0070110	ciliary neurotrophic factor receptor complex	209	1.666890e-2	1.000000e+0	1.302407e-1	5.671357e+0	5.289740e-1	3	1.851501e-4	1.050053e-3	86	5.683708e-3	1.000000e+0	1.079244e-1	5.602252e+0	5.354989e-1	3	3	7.855460e-4	1.000000e+0	16287,19927,69927	Cntfr,Il6ra,Il6st
GO Cellular Component	GO:1902554	serine/threonine protein kinase complex	210	1.722870e-2	1.000000e+0	1.339737e-1	1.567905e+0	1.722043e+1	27	6.027453e-3	9.450473e-3	444	2.659334e-1	1.000000e+0	9.780839e-1	1.172564e+0	1.535097e+1	18	86	4.713276e-3	2.093023e-1	3286,19341,19798,19801,24672,29436,29440,34192,34193,34200,34674,38952,38954,38961,41284,41289,43775,53129,59132,60220,62652,77452,82210,82217,83484,83509,85849	3110043O21Rik,Acvr1b,Ccnd1,Ccnd2,Ccne2,Ccnt2,Cdk1,Cdk12,Cdk14,Cdkn1a,Erc1,Ercc3,Fam58b,Phkb,Prkar1b,Prkar2b,Tbc1d5,Uvrag
GO Cellular Component	GO:0071004	U2-type prespliceosome	211	1.759050e-2	1.000000e+0	1.361388e-1	2.677242e+0	2.614631e+0	7	9.151666e-4	2.450123e-3	192	6.705933e-2	1.000000e+0	5.703536e-1	1.977265e+0	3.034494e+0	6	17	1.571092e-3	3.529412e-1	1272,8753,11440,37247,63382,81937,81941	Luc7l,Prpf39,Prpf40a,Sf3b1,Snrnp70,Snrpb
GO Cellular Component	GO:0098590	plasma membrane region	212	1.759909e-2	1.000000e+0	1.355628e-1	1.115548e+0	3.119542e+2	348	1.091894e-1	1.218061e-1	2	4.236670e-12	6.918482e-9	3.459241e-9	1.483623e+0	1.745727e+2	259	978	6.781880e-2	2.648262e-1	651,1730,1798,2034,2563,3487,3517,3644,3677,3680,3715,4856,5233,5928,5930,5937,6220,7684,7688,7689,7691,7692,7968,8327,8909,8923,9244,9251,9347,9372,11256,11264,11685,11860,12121,12269,13343,13356,14175,14187,15163,15171,15347,15600,15744,16114,16189,16287,16520,16837,16850,17184,18538,19381,19502,19740,19860,19927,20233,20341,20342,20344,20599,20603,21489,21855,21859,21860,21932,22599,22611,22959,22961,23104,23488,23575,23775,24383,24741,25338,25340,25344,25345,25380,25670,26016,26350,26853,27481,27485,27757,28043,28147,28237,28598,28807,28814,28821,29128,29133,29147,29161,29597,29749,29752,30700,30770,30790,30837,31886,32584,32811,32822,32914,33227,33807,33808,33908,33911,33914,34037,34047,34575,34590,34863,34865,34995,35006,35109,35418,35588,36072,36438,36440,36595,36746,36795,36797,37137,37247,37710,38003,38375,38886,38998,39003,39008,39019,39021,39213,41158,41174,41182,41185,41186,41233,41252,41311,41698,42340,42793,42890,43123,43138,43608,44575,45202,45203,45492,45573,45574,45985,46000,46185,46275,46489,46617,46857,46862,46864,46866,46867,46869,46900,47111,47185,47920,48188,48191,48398,48606,48632,48633,49463,49549,49668,49874,49875,50088,50193,50209,50212,50213,50215,50272,50346,50350,50362,50366,50720,50977,51343,51351,51619,51933,51936,52159,52803,52807,52809,52813,53243,53259,53587,53790,54686,55379,55759,56262,56268,56897,56932,57199,57739,57864,58066,58572,58627,58898,59162,59175,59184,60146,60153,60360,60944,61283,61552,61553,61738,62395,63731,64083,64162,64640,64653,64654,64672,66559,67439,67440,67930,69004,69131,69374,69409,69507,69678,69682,69945,70779,71238,71239,71748,72019,72235,72307,72386,73144,73150,73314,73430,74219,74239,74737,75506,75780,75785,75839,76108,76152,76155,76201,76320,76321,76414,76416,76417,78310,79192,80064,81222,82036,82040,82045,82046,82048,82070,82072,82400,82404,82892,83098,83358,83776,83778,84015,84054,84055,84588,85977,86055,86058,86060,86062,86832,86833,86890,87711,87718,88283,88303,88450,88499,88669,88701,88707,89284,89376,89747,89804,89819,89820,89865,90343,91400,91894,92617	Abcb4,Abcc4,Abcg3,Adam17,Add2,Adgrb1,Adgrl1,Adora1,Adora2a,Adra1a,Adra1b,Ahcyl1,Aif1l,Ajap1,Akap7,Akt2,Amotl1,Ano1,Antxr1,Anxa2,Arhgap32,Arhgap45,Arrb1,Asap1,Atp1a1,Atp2b1,Atp2b2,Atp2b4,Atp6v0d2,B4galt1,Baalc,Baiap2,Bbs9,Bcr,Best1,Bmpr1a,Bst2,C2cd5,C5ar2,Cacng2,Cacng5,Cadm1,Cadps2,Camk2a,Camk2n1,Car2,Casr,Cav3,Cd24a,Cd81,Cd9,Cdc42,Cdh17,Chrna9,Clcnka,Cldn3,Cldn5,Cldn7,Cnih3,Cnnm2,Cnr1,Cntfr,Col13a1,Cpe,Cpeb1,Cpeb3,Cpeb4,Crb2,Ctnna1,Ctnna2,Ctnnb1,Cybrd1,Dagla,Disc1,Dlc1,Dlg5,Dlgap1,Dlgap2,Dnm2,Dnm3,Dtnbp1,Eef1a1,Efna5,Ehd1,Epb41l3,Eps15,Erbb4,Erbin,Evc,Ezr,F2rl2,Fermt1,Flrt3,Fn1,Fzd3,Fzd9,Gabarapl1,Gabbr1,Gabbr2,Gna12,Gnat1,Gria1,Gria2,Grik3,Grik4,Grik5,Grin2b,Grin2c,Grin3a,Grip1,Grip2,Grm4,Hip1,Homer1,Hsp90ab1,Il31ra,Il6ra,Inpp5k,Insr,Itga6,Itga9,Jup,Kank1,Kcne4,Kcnk1,Kcnma1,Kcnq1,Kiss1,Ksr1,Lin7b,Lmo7,Lrfn2,Lrfn3,Lrp1,Lrp2,Lrp6,Lrp8,Lrrc4,Lrrc4b,Lrrtm1,Mal,Map7,Mchr1,Mcoln3,Megf11,Mfsd4b1,Mink1,Mreg,Mtss1l,Musk,Myo10,Myo7a,Myof,Nbea,Nlgn3,Nod1,Nos1,Nos1ap,Numb,Olfm1,Oprd1,Orai1,Oxtr,P2rx2,P2ry1,Pacsin1,Pard6b,Patj,Pde4d,Pde9a,Pdgfb,Pemt,Pip5k1c,Pkd1l1,Plb1,Plekho1,Plet1,Plvap,Plxnd1,Prom2,Psd2,Psd3,Ptk2,Rab17,Rab35,Rac1,Rhbg,Ripor2,Robo1,Rps3,Rusc1,S100g,Scarb1,Scn5a,Scnn1a,Sema4c,Sh3bp1,Shank2,Sipa1l1,Sipa1l3,Sis,Slc14a1,Slc14a2,Slc16a10,Slc1a1,Slc22a12,Slc22a4,Slc26a9,Slc29a1,Slc29a2,Slc30a5,Slc34a2,Slc4a4,Slc52a3,Slc5a1,Slc7a5,Slc7a8,Slc8a1,Slc9a1,Slco2b1,Slco3a1,Smo,Sorbs1,Spata13,Spry2,Sptbn1,Sptbn2,Srcin1,Srgap2,Sspn,Sstr3,Stc1,Stk26,Stx1a,Syne1,Syne2,Synpo,Syt7,Tanc1,Tdgf1,Tgfa,Tgfbr2,Thbd,Thy1,Tirap,Tjp1,Tlr9,Tmem108,Tmem235,Tmem30a,Trpc2,Trpv4,Ttc8,Unc13a,Unc13c,Unc5a,Ush2a,Utrn,Znrf2
GO Cellular Component	GO:0008091	spectrin	213	1.793739e-2	1.000000e+0	1.375200e-1	4.069564e+0	9.829062e-1	4	3.440344e-4	1.400070e-3	158	4.271374e-2	1.000000e+0	4.414654e-1	3.361351e+0	8.924982e-1	3	5	7.855460e-4	6.000000e-1	56897,63772,63779,88283	Sptb,Sptbn1,Sptbn2
GO Cellular Component	GO:0031305	integral component of mitochondrial inner membrane	214	1.797253e-2	1.000000e+0	1.371455e-1	2.318561e+0	3.881718e+0	9	1.358669e-3	3.150158e-3	478	3.110093e-1	1.000000e+0	1.000000e+0	1.265025e+0	5.533489e+0	7	31	1.832941e-3	2.258065e-1	5327,30983,31296,32442,61320,67339,67342,67345,87222	Afg3l2,Agk,Chchd3,Immt,Mcur1,Ppox,Slc25a19
GO Cellular Component	GO:0000138	Golgi trans cisterna	215	1.804160e-2	1.000000e+0	1.370322e-1	4.062299e+0	9.846641e-1	4	3.446497e-4	1.400070e-3	253	1.130847e-1	1.000000e+0	7.299103e-1	2.400965e+0	1.249498e+0	3	7	7.855460e-4	4.285714e-1	19860,89496,91833,91834	B4galt1,Sgms1,Yipf6
GO Cellular Component	GO:0016363	nuclear matrix	216	1.836735e-2	1.000000e+0	1.388606e-1	1.436415e+0	2.715093e+1	39	9.503302e-3	1.365068e-2	234	9.567439e-2	1.000000e+0	6.676764e-1	1.314814e+0	1.749297e+1	23	98	6.022519e-3	2.346939e-1	1272,5705,7713,8753,13291,13301,23321,23326,27546,27555,28807,28814,28821,38282,39202,42029,42030,42035,47563,47811,55526,61940,67473,67475,67477,67478,67483,67484,69185,69188,69208,69218,72743,80756,82164,83509,83525,86739,89865	Anp32a,Atxn1,Blm,Cebpb,Clic4,Dnmt3a,Enc1,Gfi1b,Hlcs,Hnrnpu,Lmnb1,Ncor2,Nufip1,Numa1,Pml,Prpf40a,Satb1,Sf3b1,Sorbs1,Srpk1,Xpot,Zfp326,Zfp703
GO Cellular Component	GO:0031304	intrinsic component of mitochondrial inner membrane	217	1.855848e-2	1.000000e+0	1.396590e-1	2.305470e+0	3.903759e+0	9	1.366384e-3	3.150158e-3	573	3.421958e-1	1.000000e+0	9.752282e-1	1.225493e+0	5.711989e+0	7	32	1.832941e-3	2.187500e-1	5327,30983,31296,32442,61320,67339,67342,67345,87222	Afg3l2,Agk,Chchd3,Immt,Mcur1,Ppox,Slc25a19
GO Cellular Component	GO:0005869	dynactin complex	218	1.855872e-2	1.000000e+0	1.390201e-1	5.442452e+0	5.512221e-1	3	1.929374e-4	1.050053e-3	642	4.320291e-1	1.000000e+0	1.000000e+0	1.400563e+0	1.427997e+0	2	8	5.236973e-4	2.500000e-1	32673,42160,42172	Dctn1,Dctn6
GO Cellular Component	GO:0030120	vesicle coat	219	1.868836e-2	1.000000e+0	1.393520e-1	1.812749e+0	8.826374e+0	16	3.089385e-3	5.600280e-3	318	1.668191e-1	1.000000e+0	8.566528e-1	1.369439e+0	8.032484e+0	11	45	2.880335e-3	2.444444e-1	21622,21932,27264,27276,29161,30900,32971,32973,33908,33911,48923,58159,58160,83484,83509,90156	Copg1,Copg2,Epn2,Eps15,Hip1,Sec13,Sec31a,Sec31b,Sgip1,Tbc1d5,Tmed3
GO Cellular Component	GO:0008287	protein serine/threonine phosphatase complex	220	1.964685e-2	1.000000e+0	1.458332e-1	1.705087e+0	1.114313e+1	19	3.900290e-3	6.650333e-3	236	9.686988e-2	1.000000e+0	6.702903e-1	1.456585e+0	8.924982e+0	13	50	3.404032e-3	2.600000e-1	3618,3622,4481,18164,25340,25344,25345,28506,36128,42255,49361,57627,58572,63106,63107,65283,65285,86318,86319	Ctdnep1,Ier5,Ppp1cb,Ppp1cc,Ppp1r15b,Ppp1r3b,Ppp2ca,Ppp2r2b,Ppp2r3a,Ppp2r5c,Ppp3ca,Strn3,Strn4
GO Cellular Component	GO:0042612	MHC class I protein complex	221	1.996830e-2	1.000000e+0	1.475486e-1	5.290966e+0	5.670042e-1	3	1.984614e-4	1.050053e-3	594	3.648329e-1	1.000000e+0	1.000000e+0	1.400563e+0	2.141996e+0	3	12	7.855460e-4	2.500000e-1	4481,11023,82847	B2m,H2-T3,Mr1
GO Cellular Component	GO:0098797	plasma membrane protein complex	222	2.059310e-2	1.000000e+0	1.514799e-1	1.283209e+0	5.766791e+1	74	2.018478e-2	2.590130e-2	101	1.194636e-2	1.000000e+0	1.931525e-1	1.339669e+0	4.105492e+1	55	230	1.440168e-2	2.391304e-1	4481,9372,9723,11023,21622,21932,25670,27591,27598,29161,29597,32187,33807,33808,34143,34995,35006,35588,37247,37861,41158,47602,47603,48106,48111,49668,50193,50209,50212,50213,50215,50346,50350,50362,50366,50977,53224,53735,58007,60360,60798,61308,61320,64083,64115,64117,64285,64291,67810,67826,67838,70589,71886,72032,72042,76051,76052,76093,76095,79075,81933,82583,82600,82847,83484,83509,85977,87191,87194,87548,88970,89251,89865,91894	Aph1c,Armc7,B2m,Cav3,Cd79b,Ctnna1,Ctnnb1,Eps15,Evc,Gja3,Gjb1,Gjb2,Gna12,Gna14,Gnal,Gnat1,Gnaz,Gng12,Gng2,Gng7,Grb2,H2-DMa,H2-DMb2,H2-Oa,H2-T3,Hcn4,Hip1,Igf1r,Itga4,Itga6,Itga9,Itgb5,Jup,Lin7b,Lrp6,Mb,Mr1,Myh9,Neo1,Pgm5,Ret,Rgs11,Rgs6,Sgcg,Sgip1,Smad7,Sorbs1,Sspn,Syk,Tbc1d5,Tgfbr3,Tmed10,Tspan32,Utrn,Wnt3a
GO Cellular Component	GO:0097431	mitotic spindle pole	223	2.093333e-2	1.000000e+0	1.532921e-1	1.924788e+0	6.753990e+0	13	2.364015e-3	4.550228e-3	382	1.942942e-1	1.000000e+0	8.305823e-1	1.452436e+0	4.819491e+0	7	27	1.832941e-3	2.592593e-1	10923,27795,27798,27811,29522,29527,29540,39202,42255,45538,45539,89688,89691	Kif20b,Mad1l1,Map10,Mapkbp1,Numa1,Tnks,Ttc28
GO Cellular Component	GO:0036449	microtubule minus-end	224	2.095119e-2	1.000000e+0	1.527379e-1	3.227570e+0	1.549153e+0	5	5.422306e-4	1.750088e-3	150	3.861172e-2	1.000000e+0	4.203529e-1	2.801126e+0	1.427997e+0	4	8	1.047395e-3	5.000000e-1	3884,7508,7510,39202,85220	Camsap1,Camsap2,Numa1,Svil
GO Cellular Component	GO:0033391	chromatoid body	225	2.116598e-2	1.000000e+0	1.536180e-1	2.832767e+0	2.118070e+0	6	7.413617e-4	2.100105e-3	228	8.800793e-2	1.000000e+0	6.303375e-1	2.000804e+0	2.498995e+0	5	14	1.309243e-3	3.571429e-1	5094,20142,20143,69945,72458,82990	Ddx4,Mael,Piwil2,Tdrd6,Tdrd7
GO Cellular Component	GO:0097524	sperm plasma membrane	226	2.126963e-2	1.000000e+0	1.536872e-1	5.163202e+0	5.810348e-1	3	2.033724e-4	1.050053e-3	400	2.193635e-1	1.000000e+0	8.955515e-1	2.240901e+0	8.924982e-1	2	5	5.236973e-4	4.000000e-1	81278,81284,83098	Ccr6,Hsp90ab1
GO Cellular Component	GO:0031256	leading edge membrane	227	2.136411e-2	1.000000e+0	1.536898e-1	1.330017e+0	4.285658e+1	57	1.500055e-2	1.995100e-2	26	4.375141e-5	7.144605e-2	2.747925e-3	1.775362e+0	2.534695e+1	45	142	1.178319e-2	3.169014e-1	3715,7968,11264,11685,16520,22959,22961,23488,28043,29749,29752,32914,34037,34047,34863,34865,35418,36595,38998,39003,39213,42340,42890,44575,46185,46617,46900,48606,53259,53587,53790,54686,56897,57864,58898,59162,59175,59184,62395,63731,66286,67930,72019,73314,76201,80064,81222,82070,82072,82400,82404,84015,86055,86058,86060,86062,89284	Adam17,Adora1,Adora2a,Aif1l,Akt2,Amph,Antxr1,Arhgap45,Atp2b1,C2cd5,Cdc42,Dlc1,Dnm2,Eef1a1,Epb41l3,Ezr,Fermt1,Gabarapl1,Gria1,Inpp5k,Kank1,Ksr1,Mal,Mtss1l,Oprd1,Pacsin1,Pde9a,Pip5k1c,Plekho1,Plxnd1,Psd2,Psd3,Rac1,Robo1,Rps3,Sh3bp1,Spata13,Spry2,Sptbn1,Syne2,Thy1,Tirap,Trpc2,Trpv4,Unc5a
GO Cellular Component	GO:0097513	myosin II filament	228	2.245803e-2	1.000000e+0	1.608507e-1	5.055268e+0	5.934404e-1	3	2.077145e-4	1.050053e-3	210	8.419840e-2	1.000000e+0	6.547428e-1	3.734835e+0	5.354989e-1	2	3	5.236973e-4	6.666667e-1	37169,76093,76095	Myh14,Myh9
GO Cellular Component	GO:0030137	COPI-coated vesicle	229	2.254785e-2	1.000000e+0	1.607888e-1	2.362046e+0	3.386895e+0	8	1.185472e-3	2.800140e-3	481	3.164092e-1	1.000000e+0	1.000000e+0	1.333869e+0	3.748493e+0	5	21	1.309243e-3	2.380952e-1	30900,32971,32973,48923,64285,64291,82070,82072	Copg1,Copg2,Pacsin1,Tmed10,Tmed3
GO Cellular Component	GO:0016272	prefoldin complex	230	2.269911e-2	1.000000e+0	1.611637e-1	5.034295e+0	5.959126e-1	3	2.085798e-4	1.050053e-3	253	1.130847e-1	1.000000e+0	7.299103e-1	2.400965e+0	1.249498e+0	3	7	7.855460e-4	4.285714e-1	12353,13504,86084	Pdrg1,Pfdn1,Pfdn4
