seqnames	start	end	width	strand	bias
11496	chr2	130978450	130978949	500	*	0.51
11497	chr2	131029271	131029770	500	*	0.492
11498	chr2	131037218	131037717	500	*	0.508
11499	chr2	131045272	131045771	500	*	0.432
11500	chr2	131051970	131052469	500	*	0.568
11501	chr2	131052824	131053323	500	*	0.592
11502	chr2	131054336	131054835	500	*	0.598
11503	chr2	131055554	131056053	500	*	0.584
11504	chr2	131056240	131056739	500	*	0.556
11505	chr2	131080420	131080919	500	*	0.554
11506	chr2	131089533	131090032	500	*	0.486
11507	chr2	131094684	131095183	500	*	0.478
11508	chr2	131096372	131096871	500	*	0.524
11509	chr2	131124147	131124646	500	*	0.546
11510	chr2	131127156	131127655	500	*	0.7
11511	chr2	131135615	131136114	500	*	0.584
11512	chr2	131142574	131143073	500	*	0.596
11513	chr2	131152227	131152726	500	*	0.522
11514	chr2	131159798	131160297	500	*	0.634
11515	chr2	131174616	131175115	500	*	0.508
11516	chr2	131179730	131180229	500	*	0.79
11517	chr2	131186774	131187273	500	*	0.676
11518	chr2	131189808	131190307	500	*	0.502
11519	chr2	131190544	131191043	500	*	0.536
11520	chr2	131196669	131197168	500	*	0.55
11521	chr2	131204479	131204978	500	*	0.566
11522	chr2	131205741	131206240	500	*	0.516
11523	chr2	131209338	131209837	500	*	0.528
11524	chr2	131210003	131210502	500	*	0.632
11525	chr2	131213782	131214281	500	*	0.478
11526	chr2	131222527	131223026	500	*	0.478
11527	chr2	131223533	131224032	500	*	0.498
11528	chr2	131232498	131232997	500	*	0.446
11529	chr2	131233829	131234328	500	*	0.64
11530	chr2	131235001	131235500	500	*	0.5
11531	chr2	131242963	131243462	500	*	0.506
11532	chr2	131253798	131254297	500	*	0.466
11533	chr2	131262301	131262800	500	*	0.74
11534	chr2	131321168	131321667	500	*	0.504
11535	chr2	131326009	131326508	500	*	0.448
11536	chr2	131337571	131338070	500	*	0.44
11537	chr2	131342923	131343422	500	*	0.456
11538	chr2	131352541	131353040	500	*	0.744
11539	chr2	131392756	131393255	500	*	0.508
11540	chr2	131408915	131409414	500	*	0.47
11541	chr2	131416443	131416942	500	*	0.528
11542	chr2	131422887	131423386	500	*	0.524
11543	chr2	131423556	131424055	500	*	0.434
11544	chr2	131426436	131426935	500	*	0.362
11545	chr2	131430415	131430914	500	*	0.43
11546	chr2	131435998	131436497	500	*	0.476
11547	chr2	131446522	131447021	500	*	0.496
11548	chr2	131454260	131454759	500	*	0.434
11549	chr2	131480531	131481030	500	*	0.488
11550	chr2	131488795	131489294	500	*	0.452
11551	chr2	131491747	131492246	500	*	0.778
11552	chr2	131496311	131496810	500	*	0.466
11553	chr2	131497217	131497716	500	*	0.528
11554	chr2	131509811	131510310	500	*	0.59
11555	chr2	131514130	131514629	500	*	0.474
11556	chr2	131518593	131519092	500	*	0.528
11557	chr2	131527010	131527509	500	*	0.502
11558	chr2	131530441	131530940	500	*	0.504
11559	chr2	131542488	131542987	500	*	0.526
11560	chr2	131545526	131546025	500	*	0.556
11561	chr2	131552723	131553222	500	*	0.564
11562	chr2	131654771	131655270	500	*	0.488
11563	chr2	131704094	131704593	500	*	0.428
11564	chr2	131808730	131809229	500	*	0.524
11565	chr2	131812712	131813211	500	*	0.548
11566	chr2	131820179	131820678	500	*	0.442
11567	chr2	131820940	131821439	500	*	0.45
11568	chr2	131822396	131822895	500	*	0.514
11569	chr2	131825302	131825801	500	*	0.484
11570	chr2	131847556	131848055	500	*	0.482
11571	chr2	131886440	131886939	500	*	0.478
11572	chr2	131888185	131888684	500	*	0.51
11573	chr2	131902913	131903412	500	*	0.508
11574	chr2	131904985	131905484	500	*	0.434
11575	chr2	131909756	131910255	500	*	0.67
11576	chr2	131935619	131936118	500	*	0.534
11577	chr2	131939469	131939968	500	*	0.508
11578	chr2	131940422	131940921	500	*	0.458
11579	chr2	131949807	131950306	500	*	0.474
11580	chr2	131950602	131951101	500	*	0.578
11581	chr2	131955209	131955708	500	*	0.492
11582	chr2	131970565	131971064	500	*	0.47
11583	chr2	131976603	131977102	500	*	0.478
11584	chr2	131982571	131983070	500	*	0.478
11585	chr2	131992397	131992896	500	*	0.466
11586	chr2	131993623	131994122	500	*	0.54
11587	chr2	132004705	132005204	500	*	0.502
11588	chr2	132006478	132006977	500	*	0.544
11589	chr2	132019329	132019828	500	*	0.51
11590	chr2	132020993	132021492	500	*	0.53
11591	chr2	132022562	132023061	500	*	0.5
11592	chr2	132029549	132030048	500	*	0.68
11593	chr2	132035425	132035924	500	*	0.504
11594	chr2	132039899	132040398	500	*	0.514
11595	chr2	132048294	132048793	500	*	0.45
11596	chr2	132051770	132052269	500	*	0.432
11597	chr2	132053892	132054391	500	*	0.47
11598	chr2	132055211	132055710	500	*	0.436
11599	chr2	132063937	132064436	500	*	0.532
11600	chr2	132091719	132092218	500	*	0.414
11601	chr2	132094463	132094962	500	*	0.486
11602	chr2	132095756	132096255	500	*	0.448
11603	chr2	132102673	132103172	500	*	0.482
11604	chr2	132110645	132111144	500	*	0.41
11605	chr2	132111214	132111713	500	*	0.478
11606	chr2	132131253	132131752	500	*	0.524
11607	chr2	132145040	132145539	500	*	0.706
11608	chr2	132150898	132151397	500	*	0.432
11609	chr2	132169159	132169658	500	*	0.468
11610	chr2	132180574	132181073	500	*	0.468
11611	chr2	132203706	132204205	500	*	0.432
11612	chr2	132243338	132243837	500	*	0.448
11613	chr2	132247493	132247992	500	*	0.61
11614	chr2	132253026	132253525	500	*	0.608
11615	chr2	132262885	132263384	500	*	0.684
11616	chr2	132263836	132264335	500	*	0.498
11617	chr2	132266065	132266564	500	*	0.412
11618	chr2	132269165	132269664	500	*	0.456
11619	chr2	132278420	132278919	500	*	0.474
11620	chr2	132281750	132282249	500	*	0.444
11621	chr2	132282936	132283435	500	*	0.46
11622	chr2	132284434	132284933	500	*	0.5
11623	chr2	132293530	132294029	500	*	0.47
11624	chr2	132305190	132305689	500	*	0.494
11625	chr2	132306013	132306512	500	*	0.488
11626	chr2	132316110	132316609	500	*	0.502
11627	chr2	132341191	132341690	500	*	0.5
11628	chr2	132368357	132368856	500	*	0.434
11629	chr2	132379615	132380114	500	*	0.478
11630	chr2	132384610	132385109	500	*	0.584
11631	chr2	132485397	132485896	500	*	0.41
11632	chr2	132497416	132497915	500	*	0.412
11633	chr2	132509621	132510120	500	*	0.484
11634	chr2	132511390	132511889	500	*	0.472
11635	chr2	132512234	132512733	500	*	0.478
11636	chr2	132514046	132514545	500	*	0.556
11637	chr2	132516333	132516832	500	*	0.438
11638	chr2	132570840	132571339	500	*	0.342
11639	chr2	132573238	132573737	500	*	0.364
11640	chr2	132577841	132578340	500	*	0.75
11641	chr2	132591983	132592482	500	*	0.468
11642	chr2	132595735	132596234	500	*	0.486
11643	chr2	132597177	132597676	500	*	0.476
11644	chr2	132599060	132599559	500	*	0.502
11645	chr2	132601620	132602119	500	*	0.426
11646	chr2	132607648	132608147	500	*	0.516
11647	chr2	132613537	132614036	500	*	0.424
11648	chr2	132643184	132643683	500	*	0.452
11649	chr2	132658419	132658918	500	*	0.478
11650	chr2	132686769	132687268	500	*	0.53
11651	chr2	132689116	132689615	500	*	0.488
11652	chr2	132689802	132690301	500	*	0.522
11653	chr2	132692233	132692732	500	*	0.502
11654	chr2	132695531	132696030	500	*	0.5
11655	chr2	132701371	132701870	500	*	0.494
11656	chr2	132716121	132716620	500	*	0.54
11657	chr2	132725311	132725810	500	*	0.494
11658	chr2	132781511	132782010	500	*	0.668
11659	chr2	132815932	132816431	500	*	0.634
11660	chr2	132846481	132846980	500	*	0.676
11661	chr2	132866658	132867157	500	*	0.41
11662	chr2	132873761	132874260	500	*	0.502
11663	chr2	132879435	132879934	500	*	0.66
11664	chr2	132880366	132880865	500	*	0.506
11665	chr2	132903518	132904017	500	*	0.466
11666	chr2	132945530	132946029	500	*	0.592
11667	chr2	132952113	132952612	500	*	0.446
11668	chr2	132970571	132971070	500	*	0.452
11669	chr2	133020449	133020948	500	*	0.428
11670	chr2	133022772	133023271	500	*	0.442
11671	chr2	133113493	133113992	500	*	0.468
11672	chr2	133156435	133156934	500	*	0.374
11673	chr2	133373595	133374094	500	*	0.482
11674	chr2	133385137	133385636	500	*	0.406
11675	chr2	133419622	133420121	500	*	0.396
11676	chr2	133425429	133425928	500	*	0.434
11677	chr2	133426755	133427254	500	*	0.47
11678	chr2	133429550	133430049	500	*	0.506
11679	chr2	133430685	133431184	500	*	0.386
11680	chr2	133437067	133437566	500	*	0.468
11681	chr2	133458693	133459192	500	*	0.442
11682	chr2	133474220	133474719	500	*	0.426
11683	chr2	133495281	133495780	500	*	0.454
11684	chr2	133497708	133498207	500	*	0.422
11685	chr2	133505678	133506177	500	*	0.478
11686	chr2	133550220	133550719	500	*	0.448
11687	chr2	133552303	133552802	500	*	0.702
11688	chr2	133614606	133615105	500	*	0.482
11689	chr2	133649754	133650253	500	*	0.478
11690	chr2	133684183	133684682	500	*	0.484
11691	chr2	133688528	133689027	500	*	0.416
11692	chr2	133701232	133701731	500	*	0.446
11693	chr2	133716042	133716541	500	*	0.46
11694	chr2	133724073	133724572	500	*	0.422
11695	chr2	133793230	133793729	500	*	0.4
11696	chr2	133802821	133803320	500	*	0.458
11697	chr2	134029770	134030269	500	*	0.45
11698	chr2	134059772	134060271	500	*	0.346
11699	chr2	134067868	134068367	500	*	0.456
11700	chr2	134077973	134078472	500	*	0.45
11701	chr2	134080061	134080560	500	*	0.458
11702	chr2	134088217	134088716	500	*	0.462
11703	chr2	134342367	134342866	500	*	0.466
11704	chr2	134388596	134389095	500	*	0.312
11705	chr2	134393378	134393877	500	*	0.362
11706	chr2	134465113	134465612	500	*	0.424
11707	chr2	134481687	134482186	500	*	0.446
11708	chr2	134482577	134483076	500	*	0.444
11709	chr2	134488664	134489163	500	*	0.392
11710	chr2	134517890	134518389	500	*	0.398
11711	chr2	134527749	134528248	500	*	0.54
11712	chr2	134541012	134541511	500	*	0.39
11713	chr2	134544809	134545308	500	*	0.45
11714	chr2	134549624	134550123	500	*	0.408
11715	chr2	134628621	134629120	500	*	0.514
11716	chr2	134643729	134644228	500	*	0.706
11717	chr2	134652742	134653241	500	*	0.398
11718	chr2	134656738	134657237	500	*	0.508
11719	chr2	134673528	134674027	500	*	0.414
11720	chr2	134675397	134675896	500	*	0.424
11721	chr2	134681259	134681758	500	*	0.384
11722	chr2	134690976	134691475	500	*	0.436
11723	chr2	134692085	134692584	500	*	0.38
11724	chr2	134697343	134697842	500	*	0.366
11725	chr2	134714066	134714565	500	*	0.356
11726	chr2	134743410	134743909	500	*	0.406
11727	chr2	134755964	134756463	500	*	0.36
11728	chr2	134786047	134786546	500	*	0.724
11729	chr2	134797053	134797552	500	*	0.464
11730	chr2	134872185	134872684	500	*	0.434
11731	chr2	134936110	134936609	500	*	0.406
11732	chr2	134952183	134952682	500	*	0.464
11733	chr2	134977609	134978108	500	*	0.396
11734	chr2	135007134	135007633	500	*	0.466
11735	chr2	135018155	135018654	500	*	0.442
11736	chr2	135035754	135036253	500	*	0.44
11737	chr2	135059720	135060219	500	*	0.466
11738	chr2	135153764	135154263	500	*	0.464
11739	chr2	135323819	135324318	500	*	0.53
11740	chr2	135328735	135329234	500	*	0.43
11741	chr2	135330051	135330550	500	*	0.418
11742	chr2	135361775	135362274	500	*	0.44
11743	chr2	135390506	135391005	500	*	0.446
11744	chr2	135439525	135440024	500	*	0.43
11745	chr2	135488245	135488744	500	*	0.392
11746	chr2	135536469	135536968	500	*	0.466
11747	chr2	135562482	135562981	500	*	0.486
11748	chr2	135627742	135628241	500	*	0.428
11749	chr2	135659058	135659557	500	*	0.834
11750	chr2	135692688	135693187	500	*	0.496
11751	chr2	135700589	135701088	500	*	0.448
11752	chr2	135711729	135712228	500	*	0.508
11753	chr2	135725390	135725889	500	*	0.438
11754	chr2	135731447	135731946	500	*	0.522
11755	chr2	135732597	135733096	500	*	0.408
11756	chr2	135734756	135735255	500	*	0.506
11757	chr2	135738304	135738803	500	*	0.44
11758	chr2	135761204	135761703	500	*	0.466
11759	chr2	135773666	135774165	500	*	0.446
11760	chr2	135796615	135797114	500	*	0.428
11761	chr2	135797980	135798479	500	*	0.492
11762	chr2	135811395	135811894	500	*	0.45
11763	chr2	135824775	135825274	500	*	0.424
11764	chr2	135825478	135825977	500	*	0.452
11765	chr2	135826565	135827064	500	*	0.438
11766	chr2	135853022	135853521	500	*	0.412
11767	chr2	135862559	135863058	500	*	0.392
11768	chr2	135873768	135874267	500	*	0.36
11769	chr2	135881246	135881745	500	*	0.498
11770	chr2	135884518	135885017	500	*	0.452
11771	chr2	135886157	135886656	500	*	0.414
11772	chr2	135891112	135891611	500	*	0.428
11773	chr2	135926862	135927361	500	*	0.46
11774	chr2	135957614	135958113	500	*	0.502
11775	chr2	135967070	135967569	500	*	0.43
11776	chr2	136002011	136002510	500	*	0.442
11777	chr2	136077950	136078449	500	*	0.43
11778	chr2	136095806	136096305	500	*	0.414
11779	chr2	136121824	136122323	500	*	0.422
11780	chr2	136148927	136149426	500	*	0.418
11781	chr2	136485655	136486154	500	*	0.402
11782	chr2	136532024	136532523	500	*	0.6
11783	chr2	136557965	136558464	500	*	0.396
11784	chr2	136596580	136597079	500	*	0.444
11785	chr2	136678560	136679059	500	*	0.662
11786	chr2	136679759	136680258	500	*	0.554
11787	chr2	136714092	136714591	500	*	0.56
11788	chr2	136720178	136720677	500	*	0.442
11789	chr2	136827565	136828064	500	*	0.418
11790	chr2	136891021	136891520	500	*	0.582
11791	chr2	136891905	136892404	500	*	0.484
11792	chr2	136914341	136914840	500	*	0.386
11793	chr2	136920913	136921412	500	*	0.458
11794	chr2	136936635	136937134	500	*	0.366
11795	chr2	136948442	136948941	500	*	0.432
11796	chr2	137114202	137114701	500	*	0.616
11797	chr2	137116738	137117237	500	*	0.69
11798	chr2	137807656	137808155	500	*	0.414
11799	chr2	137942702	137943201	500	*	0.382
11800	chr2	137977824	137978323	500	*	0.402
11801	chr2	138030529	138031028	500	*	0.38
11802	chr2	138033347	138033846	500	*	0.41
11803	chr2	138193470	138193969	500	*	0.342
11804	chr2	138198910	138199409	500	*	0.432
11805	chr2	138245697	138246196	500	*	0.46
11806	chr2	138256577	138257076	500	*	0.754
11807	chr2	138257865	138258364	500	*	0.444
11808	chr2	138265343	138265842	500	*	0.526
11809	chr2	138278326	138278825	500	*	0.488
11810	chr2	138279407	138279906	500	*	0.448
11811	chr2	138320966	138321465	500	*	0.448
11812	chr2	139369884	139370383	500	*	0.406
11813	chr2	139381637	139382136	500	*	0.488
11814	chr2	139589860	139590359	500	*	0.454
11815	chr2	139591233	139591732	500	*	0.412
11816	chr2	139671844	139672343	500	*	0.418
11817	chr2	139677106	139677605	500	*	0.64
11818	chr2	139678403	139678902	500	*	0.742
11819	chr2	139705049	139705548	500	*	0.45
11820	chr2	139715331	139715830	500	*	0.392
11821	chr2	139722501	139723000	500	*	0.484
11822	chr2	139776321	139776820	500	*	0.48
11823	chr2	139778309	139778808	500	*	0.486
11824	chr2	139841296	139841795	500	*	0.394
11825	chr2	139906616	139907115	500	*	0.488
11826	chr2	139924997	139925496	500	*	0.432
11827	chr2	139934727	139935226	500	*	0.434
11828	chr2	139946184	139946683	500	*	0.486
11829	chr2	139966222	139966721	500	*	0.37
11830	chr2	139992665	139993164	500	*	0.372
11831	chr2	140037336	140037835	500	*	0.47
11832	chr2	140042470	140042969	500	*	0.42
11833	chr2	140051501	140052000	500	*	0.42
11834	chr2	140058038	140058537	500	*	0.454
11835	chr2	140066439	140066938	500	*	0.666
11836	chr2	140097101	140097600	500	*	0.542
11837	chr2	140159124	140159623	500	*	0.348
11838	chr2	140163490	140163989	500	*	0.406
11839	chr2	140170430	140170929	500	*	0.594
11840	chr2	140202562	140203061	500	*	0.468
11841	chr2	140249789	140250288	500	*	0.456
11842	chr2	140389483	140389982	500	*	0.43
11843	chr2	140395067	140395566	500	*	0.718
11844	chr2	140410195	140410694	500	*	0.376
11845	chr2	140425625	140426124	500	*	0.44
11846	chr2	140427206	140427705	500	*	0.344
11847	chr2	140497580	140498079	500	*	0.376
11848	chr2	140668208	140668707	500	*	0.478
11849	chr2	140671170	140671669	500	*	0.516
11850	chr2	140691313	140691812	500	*	0.414
11851	chr2	140778300	140778799	500	*	0.454
11852	chr2	140784623	140785122	500	*	0.478
11853	chr2	140790310	140790809	500	*	0.426
11854	chr2	140793954	140794453	500	*	0.488
11855	chr2	140819268	140819767	500	*	0.388
11856	chr2	140843877	140844376	500	*	0.428
11857	chr2	140853510	140854009	500	*	0.468
11858	chr2	140926952	140927451	500	*	0.344
11859	chr2	140986556	140987055	500	*	0.462
11860	chr2	141008432	141008931	500	*	0.39
11861	chr2	141013701	141014200	500	*	0.44
11862	chr2	141162642	141163141	500	*	0.392
11863	chr2	141274109	141274608	500	*	0.388
11864	chr2	141278376	141278875	500	*	0.432
11865	chr2	141280796	141281295	500	*	0.396
11866	chr2	141834242	141834741	500	*	0.47
11867	chr2	142253884	142254383	500	*	0.47
11868	chr2	142610963	142611462	500	*	0.514
11869	chr2	142619320	142619819	500	*	0.498
11870	chr2	142797251	142797750	500	*	0.382
11871	chr2	142812970	142813469	500	*	0.42
11872	chr2	142859424	142859923	500	*	0.486
11873	chr2	142901203	142901702	500	*	0.726
11874	chr2	142902885	142903384	500	*	0.552
11875	chr2	142967209	142967708	500	*	0.382
11876	chr2	143013155	143013654	500	*	0.424
11877	chr2	143024108	143024607	500	*	0.418
11878	chr2	143062950	143063449	500	*	0.618
11879	chr2	143082344	143082843	500	*	0.436
11880	chr2	143084762	143085261	500	*	0.458
11881	chr2	143093619	143094118	500	*	0.48
11882	chr2	143104842	143105341	500	*	0.402
11883	chr2	143113693	143114192	500	*	0.394
11884	chr2	143164462	143164961	500	*	0.362
11885	chr2	143207065	143207564	500	*	0.386
11886	chr2	143536411	143536910	500	*	0.43
11887	chr2	143603832	143604331	500	*	0.432
11888	chr2	143837120	143837619	500	*	0.498
11889	chr2	143838732	143839231	500	*	0.468
11890	chr2	143839256	143839755	500	*	0.44
11891	chr2	143840748	143841247	500	*	0.486
11892	chr2	143844739	143845238	500	*	0.452
11893	chr2	143867275	143867774	500	*	0.524
11894	chr2	143871057	143871556	500	*	0.478
11895	chr2	143877293	143877792	500	*	0.498
11896	chr2	143899616	143900115	500	*	0.51
11897	chr2	143915137	143915636	500	*	0.694
11898	chr2	143916220	143916719	500	*	0.386
11899	chr2	143934228	143934727	500	*	0.526
11900	chr2	143940374	143940873	500	*	0.514
11901	chr2	143980778	143981277	500	*	0.504
11902	chr2	143983402	143983901	500	*	0.494
11903	chr2	144009445	144009944	500	*	0.51
11904	chr2	144010200	144010699	500	*	0.746
11905	chr2	144011109	144011608	500	*	0.702
11906	chr2	144031792	144032291	500	*	0.512
11907	chr2	144046852	144047351	500	*	0.514
11908	chr2	144050811	144051310	500	*	0.412
11909	chr2	144053887	144054386	500	*	0.506
11910	chr2	144068453	144068952	500	*	0.488
11911	chr2	144069744	144070243	500	*	0.458
11912	chr2	144092630	144093129	500	*	0.448
11913	chr2	144108071	144108570	500	*	0.44
11914	chr2	144112517	144113016	500	*	0.476
11915	chr2	144128487	144128986	500	*	0.502
11916	chr2	144158984	144159483	500	*	0.464
11917	chr2	144165306	144165805	500	*	0.618
11918	chr2	144169656	144170155	500	*	0.51
11919	chr2	144172380	144172879	500	*	0.526
11920	chr2	144173277	144173776	500	*	0.474
11921	chr2	144174282	144174781	500	*	0.478
11922	chr2	144177255	144177754	500	*	0.576
11923	chr2	144188070	144188569	500	*	0.422
11924	chr2	144197105	144197604	500	*	0.484
11925	chr2	144198455	144198954	500	*	0.54
11926	chr2	144207270	144207769	500	*	0.506
11927	chr2	144213599	144214098	500	*	0.454
11928	chr2	144217190	144217689	500	*	0.488
11929	chr2	144218698	144219197	500	*	0.456
11930	chr2	144219268	144219767	500	*	0.466
11931	chr2	144224319	144224818	500	*	0.554
11932	chr2	144228610	144229109	500	*	0.474
11933	chr2	144231007	144231506	500	*	0.492
11934	chr2	144233481	144233980	500	*	0.454
11935	chr2	144239317	144239816	500	*	0.508
11936	chr2	144245423	144245922	500	*	0.522
11937	chr2	144246318	144246817	500	*	0.488
11938	chr2	144247358	144247857	500	*	0.526
11939	chr2	144264558	144265057	500	*	0.41
11940	chr2	144265857	144266356	500	*	0.46
11941	chr2	144267649	144268148	500	*	0.382
11942	chr2	144270584	144271083	500	*	0.704
11943	chr2	144275587	144276086	500	*	0.408
11944	chr2	144287169	144287668	500	*	0.42
11945	chr2	144295206	144295705	500	*	0.498
11946	chr2	144300269	144300768	500	*	0.436
11947	chr2	144330875	144331374	500	*	0.704
11948	chr2	144337451	144337950	500	*	0.522
11949	chr2	144368772	144369271	500	*	0.718
11950	chr2	144410501	144411000	500	*	0.472
11951	chr2	144438408	144438907	500	*	0.448
11952	chr2	144441244	144441743	500	*	0.558
11953	chr2	144452656	144453155	500	*	0.446
11954	chr2	144458972	144459471	500	*	0.562
11955	chr2	144527309	144527808	500	*	0.64
11956	chr2	144541208	144541707	500	*	0.4
11957	chr2	144550489	144550988	500	*	0.53
11958	chr2	144553820	144554319	500	*	0.436
11959	chr2	144555858	144556357	500	*	0.562
11960	chr2	144593924	144594423	500	*	0.514
11961	chr2	144599899	144600398	500	*	0.626
11962	chr2	144617094	144617593	500	*	0.52
11963	chr2	144635855	144636354	500	*	0.47
11964	chr2	144641989	144642488	500	*	0.53
11965	chr2	144692377	144692876	500	*	0.552
11966	chr2	144697916	144698415	500	*	0.55
11967	chr2	144720086	144720585	500	*	0.498
11968	chr2	144724704	144725203	500	*	0.476
11969	chr2	144745205	144745704	500	*	0.472
11970	chr2	144751912	144752411	500	*	0.482
11971	chr2	144753464	144753963	500	*	0.424
11972	chr2	144759353	144759852	500	*	0.48
11973	chr2	144765229	144765728	500	*	0.488
11974	chr2	145051635	145052134	500	*	0.432
11975	chr2	145150512	145151011	500	*	0.438
11976	chr2	145161047	145161546	500	*	0.47
11977	chr2	145167763	145168262	500	*	0.774
11978	chr2	145188771	145189270	500	*	0.462
11979	chr2	145196239	145196738	500	*	0.446
11980	chr2	145197075	145197574	500	*	0.496
11981	chr2	145208891	145209390	500	*	0.45
11982	chr2	145209488	145209987	500	*	0.388
11983	chr2	145219270	145219769	500	*	0.454
11984	chr2	145225816	145226315	500	*	0.438
11985	chr2	145233743	145234242	500	*	0.546
11986	chr2	145246489	145246988	500	*	0.414
11987	chr2	145262109	145262608	500	*	0.416
11988	chr2	145269359	145269858	500	*	0.462
11989	chr2	145300300	145300799	500	*	0.47
11990	chr2	145307335	145307834	500	*	0.47
11991	chr2	145517272	145517771	500	*	0.528
11992	chr2	145557491	145557990	500	*	0.454
11993	chr2	145588214	145588713	500	*	0.482
11994	chr2	145610936	145611435	500	*	0.542
11995	chr2	145675294	145675793	500	*	0.628
11996	chr2	145699555	145700054	500	*	0.482
11997	chr2	145711480	145711979	500	*	0.44
11998	chr2	145719981	145720480	500	*	0.424
11999	chr2	145730450	145730949	500	*	0.448
12000	chr2	145736564	145737063	500	*	0.448
12001	chr2	145753785	145754284	500	*	0.466
12002	chr2	145756469	145756968	500	*	0.462
12003	chr2	145763816	145764315	500	*	0.518
12004	chr2	145768149	145768648	500	*	0.482
12005	chr2	145786082	145786581	500	*	0.564
12006	chr2	145794411	145794910	500	*	0.482
12007	chr2	145797800	145798299	500	*	0.524
12008	chr2	145804571	145805070	500	*	0.426
12009	chr2	145810608	145811107	500	*	0.446
12010	chr2	145812788	145813287	500	*	0.478
12011	chr2	145821993	145822492	500	*	0.494
12012	chr2	145824721	145825220	500	*	0.444
12013	chr2	145832337	145832836	500	*	0.532
12014	chr2	145838508	145839007	500	*	0.434
12015	chr2	145859329	145859828	500	*	0.514
12016	chr2	145883984	145884483	500	*	0.494
12017	chr2	145888168	145888667	500	*	0.504
12018	chr2	145903136	145903635	500	*	0.694
12019	chr2	145934545	145935044	500	*	0.606
12020	chr2	145957288	145957787	500	*	0.446
12021	chr2	146009879	146010378	500	*	0.534
12022	chr2	146010757	146011256	500	*	0.508
12023	chr2	146045400	146045899	500	*	0.548
12024	chr2	146062303	146062802	500	*	0.45
12025	chr2	146099036	146099535	500	*	0.482
12026	chr2	146099729	146100228	500	*	0.426
12027	chr2	146116204	146116703	500	*	0.454
12028	chr2	146117077	146117576	500	*	0.504
12029	chr2	146197815	146198314	500	*	0.452
12030	chr2	146214503	146215002	500	*	0.518
12031	chr2	146221354	146221853	500	*	0.688
12032	chr2	146223139	146223638	500	*	0.742
12033	chr2	146225900	146226399	500	*	0.428
12034	chr2	146226492	146226991	500	*	0.538
12035	chr2	146265034	146265533	500	*	0.482
12036	chr2	146302295	146302794	500	*	0.466
12037	chr2	146310196	146310695	500	*	0.476
12038	chr2	146322766	146323265	500	*	0.47
12039	chr2	146347935	146348434	500	*	0.472
12040	chr2	146407365	146407864	500	*	0.4
12041	chr2	146414707	146415206	500	*	0.472
12042	chr2	146416215	146416714	500	*	0.414
12043	chr2	146423749	146424248	500	*	0.418
12044	chr2	146469776	146470275	500	*	0.43
12045	chr2	146470839	146471338	500	*	0.492
12046	chr2	146496946	146497445	500	*	0.478
12047	chr2	146498332	146498831	500	*	0.488
12048	chr2	146502857	146503356	500	*	0.476
12049	chr2	146511876	146512375	500	*	0.704
12050	chr2	146516851	146517350	500	*	0.396
12051	chr2	146533547	146534046	500	*	0.418
12052	chr2	146560590	146561089	500	*	0.42
12053	chr2	146586944	146587443	500	*	0.42
12054	chr2	146612217	146612716	500	*	0.424
12055	chr2	146612869	146613368	500	*	0.542
12056	chr2	146621094	146621593	500	*	0.464
12057	chr2	146633499	146633998	500	*	0.43
12058	chr2	146652341	146652840	500	*	0.424
12059	chr2	146732903	146733402	500	*	0.414
12060	chr2	146834642	146835141	500	*	0.614
12061	chr2	146847703	146848202	500	*	0.454
12062	chr2	146855669	146856168	500	*	0.688
12063	chr2	146872658	146873157	500	*	0.476
12064	chr2	146887893	146888392	500	*	0.47
12065	chr2	146959337	146959836	500	*	0.468
12066	chr2	147011814	147012313	500	*	0.418
12067	chr2	147012948	147013447	500	*	0.692
12068	chr2	147033624	147034123	500	*	0.432
12069	chr2	147035799	147036298	500	*	0.442
12070	chr2	147070253	147070752	500	*	0.378
12071	chr2	147127196	147127695	500	*	0.46
12072	chr2	147178090	147178589	500	*	0.512
12073	chr2	147178640	147179139	500	*	0.532
12074	chr2	147256500	147256999	500	*	0.528
12075	chr2	147269273	147269772	500	*	0.422
12076	chr2	147296322	147296821	500	*	0.476
12077	chr2	147298220	147298719	500	*	0.54
12078	chr2	147300468	147300967	500	*	0.51
12079	chr2	147302201	147302700	500	*	0.42
12080	chr2	147305165	147305664	500	*	0.486
12081	chr2	147307734	147308233	500	*	0.5
12082	chr2	147321029	147321528	500	*	0.484
12083	chr2	147342145	147342644	500	*	0.458
12084	chr2	147383472	147383971	500	*	0.442
12085	chr2	147415281	147415780	500	*	0.448
12086	chr2	147738247	147738746	500	*	0.428
12087	chr2	147789320	147789819	500	*	0.45
12088	chr2	147803047	147803546	500	*	0.404
12089	chr2	147807922	147808421	500	*	0.41
12090	chr2	147813347	147813846	500	*	0.458
12091	chr2	147895596	147896095	500	*	0.488
12092	chr2	147927957	147928456	500	*	0.488
12093	chr2	147969884	147970383	500	*	0.432
12094	chr2	147993654	147994153	500	*	0.442
12095	chr2	148045867	148046366	500	*	0.666
12096	chr2	148048288	148048787	500	*	0.524
12097	chr2	148082320	148082819	500	*	0.446
12098	chr2	148110180	148110679	500	*	0.45
12099	chr2	148114556	148115055	500	*	0.47
12100	chr2	148121939	148122438	500	*	0.464
12101	chr2	148184712	148185211	500	*	0.484
12102	chr2	148226992	148227491	500	*	0.492
